sample,amount,outcome,variable,concept,family,estimand,effect,se,lo,hi,p,N,q
raw,200,outcome_ord,q10_effort,returns to effort,subjective_economic,medical-food,-0.07103670627924275,0.10291593671421335,-0.2727482356743044,0.1306748231158189,0.4900432108132814,1848,0.9441013681721072
raw,200,outcome_ord,q11_mobility,upward mobility,subjective_economic,food-cash,0.05783559891495905,0.09999873371237328,-0.13815831766090392,0.253829515490822,0.5630188574706465,1848,0.9042008296926702
raw,200,outcome_ord,q11_mobility,upward mobility,subjective_economic,medical-cash,0.03641547615585895,0.10017608330358391,-0.15992603923144977,0.23275699154316765,0.7162204541159016,1848,0.9126206786580998
raw,200,outcome_ord,q11_mobility,upward mobility,subjective_economic,medical-food,-0.021420122759100095,0.09400934110177823,-0.20567504552892646,0.16283480001072625,0.8197620739073929,1848,0.9441013681721072
raw,200,outcome_ord,q13_pressure,pressure affordability,subjective_economic,food-cash,0.047128623128162475,0.10255959767818404,-0.15388449458999598,0.24814174084632096,0.6458577354947646,1848,0.9042008296926702
raw,200,outcome_ord,q13_pressure,pressure affordability,subjective_economic,medical-cash,0.011207384552619118,0.10213269169859185,-0.18896901282075385,0.2113837819259921,0.9126206786580998,1848,0.9126206786580998
raw,200,outcome_ord,q13_pressure,pressure affordability,subjective_economic,medical-food,-0.03592123857554336,0.0972298352181099,-0.22648821382580292,0.1546457366747162,0.7117948189805958,1848,0.9441013681721072
raw,200,outcome_ord,q15_fut_self,future self,subjective_economic,food-cash,-0.027764410777710316,0.0985035603133578,-0.2208278413408606,0.16529901978543998,0.7780493261820514,1848,0.9222457475036736
raw,200,outcome_ord,q15_fut_self,future self,subjective_economic,medical-cash,-0.06851593507496825,0.1004403834807411,-0.2653754692906126,0.12834359914067608,0.49514078667789674,1848,0.9126206786580998
raw,200,outcome_ord,q15_fut_self,future self,subjective_economic,medical-food,-0.04075152429725794,0.09837618832463416,-0.23356531034987066,0.15206226175535476,0.6786970696131125,1848,0.9441013681721072
raw,200,outcome_ord,q17a_fut_econ,economic outlook,subjective_economic,food-cash,0.07282737457639457,0.10033939814751942,-0.12383423202316851,0.26948898117595765,0.4679550356700898,1848,0.9042008296926702
raw,200,outcome_ord,q17a_fut_econ,economic outlook,subjective_economic,medical-cash,0.04035364311626587,0.10114162261033409,-0.15788029453793095,0.23858758077046271,0.6899067861079349,1848,0.9126206786580998
raw,200,outcome_ord,q17a_fut_econ,economic outlook,subjective_economic,medical-food,-0.032473731460128705,0.098161236453948,-0.22486621958778702,0.15991875666752964,0.740780212676935,1848,0.9441013681721072
raw,200,outcome_ord,q17b_fut_job,employment/income outlook,subjective_economic,food-cash,0.009712145448386812,0.09950432424610788,-0.1853127463799803,0.2047370372767539,0.9222457475036736,1848,0.9222457475036736
raw,200,outcome_ord,q17b_fut_job,employment/income outlook,subjective_economic,medical-cash,0.023829400708664766,0.09822516806577948,-0.16868839107565686,0.2163471924929864,0.8083154789060445,1848,0.9126206786580998
raw,200,outcome_ord,q17b_fut_job,employment/income outlook,subjective_economic,medical-food,0.014117255260277954,0.09423572953333917,-0.17058138068192433,0.19881589120248025,0.8809161888432109,1848,0.9441013681721072
raw,200,outcome_ord,q17c_fut_price,price/affordability outlook,subjective_economic,food-cash,0.1451465252702985,0.09665822103430853,-0.044300106766658104,0.33459315730725514,0.1331883046712282,1848,0.9042008296926702
raw,200,outcome_ord,q17c_fut_price,price/affordability outlook,subjective_economic,medical-cash,0.11146624921347918,0.09713610124551401,-0.07891701082636458,0.30184950925332293,0.2511640918433651,1848,0.9126206786580998
raw,200,outcome_ord,q17c_fut_price,price/affordability outlook,subjective_economic,medical-food,-0.03368027605681932,0.09384644467980141,-0.21761592770636068,0.150255375592722,0.7196795688493769,1848,0.9441013681721072
raw,200,outcome_ord,q17e_fut_welfare,welfare outlook,subjective_economic,food-cash,0.0838122046358669,0.10250360085020682,-0.11709116131620774,0.28471557058794156,0.4135563139445262,1848,0.9042008296926702
raw,200,outcome_ord,q17e_fut_welfare,welfare outlook,subjective_economic,medical-cash,0.042317182016767166,0.10289087426837684,-0.15934522588709044,0.24397958992062474,0.6808656422720695,1848,0.9126206786580998
raw,200,outcome_ord,q17e_fut_welfare,welfare outlook,subjective_economic,medical-food,-0.041495022619099736,0.09601216424242535,-0.22967540661199784,0.14668536137379837,0.6656069194659693,1848,0.9441013681721072
raw,200,outcome_ord,q18_ses_now,subjective SES,subjective_economic,food-cash,0.10187011839529933,0.09719261988421635,-0.08862391614085624,0.2923641529314549,0.2945805280051724,1848,0.9042008296926702
raw,200,outcome_ord,q18_ses_now,subjective SES,subjective_economic,medical-cash,0.03262797393358806,0.09748062256577826,-0.15843053548587982,0.2236864833530559,0.7378420404360163,1848,0.9126206786580998
raw,200,outcome_ord,q18_ses_now,subjective SES,subjective_economic,medical-food,-0.06924214446171127,0.09430202788378737,-0.25407072278302645,0.11558643385960392,0.4627906956716007,1848,0.9441013681721072
raw,200,outcome_ord,q19_ses_past5,past mobility,subjective_economic,food-cash,0.10299452811051227,0.0966709373661149,-0.08647702747880029,0.29246608369982485,0.28668882042586785,1848,0.9042008296926702
raw,200,outcome_ord,q19_ses_past5,past mobility,subjective_economic,medical-cash,0.09477415717598117,0.09593658076059255,-0.0932580859146985,0.2828064002666608,0.3232097480410411,1848,0.9126206786580998
raw,200,outcome_ord,q19_ses_past5,past mobility,subjective_economic,medical-food,-0.008220370934531096,0.09432146205052494,-0.19308703952272147,0.17664629765365927,0.9305501290098313,1848,0.9441013681721072
raw,200,outcome_ord,q20_ses_next1,expected mobility,subjective_economic,food-cash,0.016840522171920322,0.09626786051096706,-0.1718410172983008,0.20552206164214143,0.8611314919125838,1848,0.9222457475036736
raw,200,outcome_ord,q20_ses_next1,expected mobility,subjective_economic,medical-cash,0.023642864912462543,0.09900167191682117,-0.17039684645375747,0.21768257627868254,0.8112507566493087,1848,0.9126206786580998
raw,200,outcome_ord,q20_ses_next1,expected mobility,subjective_economic,medical-food,0.006802342740542221,0.09701561930860422,-0.1833447770421707,0.19694946252325515,0.9441013681721072,1848,0.9441013681721072
raw,200,outcome_ord,q01_lifesat,life satisfaction,attitudes,food-cash,0.021990760738599846,0.10080505444723514,-0.17558351543758025,0.21956503691477994,0.8273111735699212,1848,0.8682743921588426
raw,200,outcome_ord,q01_lifesat,life satisfaction,attitudes,medical-cash,-0.029662422184787998,0.10529408777701936,-0.23603504201274506,0.1767101976431691,0.7781657060233035,1848,0.9988864376888187
raw,200,outcome_ord,q01_lifesat,life satisfaction,attitudes,medical-food,-0.051653182923387844,0.10026692238699031,-0.2481727396425617,0.14486637379578604,0.606443481621333,1848,0.9854706576346661
raw,200,outcome_ord,q02_safety,safety,attitudes,food-cash,0.043443172701640095,0.10381754645467639,-0.16003547931283962,0.2469218247161198,0.6756130637893316,1848,0.8682743921588426
raw,200,outcome_ord,q02_safety,safety,attitudes,medical-cash,-0.0925363659620955,0.10172574011160097,-0.2919151528815149,0.10684242095732396,0.3629991009570186,1848,0.9988864376888187
raw,200,outcome_ord,q02_safety,safety,attitudes,medical-food,-0.13597953866373558,0.09954958529368158,-0.3310931405152497,0.05913406318777853,0.17195534292943104,1848,0.9854706576346661
raw,200,outcome_ord,q03a_fair_dist,distribution fairness,attitudes,food-cash,0.06261462955152339,0.09836847956765789,-0.13018404761505026,0.25541330671809703,0.5244300981896246,1848,0.8682743921588426
raw,200,outcome_ord,q03a_fair_dist,distribution fairness,attitudes,medical-cash,-0.007503075911102152,0.09921408732446202,-0.2019591138260596,0.18695296200385528,0.9397173616328264,1848,0.9988864376888187
raw,200,outcome_ord,q03a_fair_dist,distribution fairness,attitudes,medical-food,-0.07011770546262554,0.094200717438703,-0.2547477189603176,0.11451230803506653,0.4566686026911998,1848,0.9854706576346661
raw,200,outcome_ord,q03b_fair_opp,opportunity fairness,attitudes,food-cash,0.06991382488565914,0.0976457633577198,-0.12146835453839255,0.26129600430971084,0.4739947742822975,1848,0.8682743921588426
raw,200,outcome_ord,q03b_fair_opp,opportunity fairness,attitudes,medical-cash,-0.01138524209280678,0.09813030145640386,-0.20371709873941676,0.1809466145538032,0.9076353624263156,1848,0.9988864376888187
raw,200,outcome_ord,q03b_fair_opp,opportunity fairness,attitudes,medical-food,-0.08129906697846592,0.09455617055301016,-0.26662575577839265,0.1040276218214608,0.3899012144648719,1848,0.9854706576346661
raw,200,outcome_ord,q03c_fair_rule,rule fairness,attitudes,food-cash,0.021817279431165737,0.09794288367040258,-0.1701472451048195,0.21378180396715096,0.8237260944277924,1848,0.8682743921588426
raw,200,outcome_ord,q03c_fair_rule,rule fairness,attitudes,medical-cash,0.00013762889942506296,0.09861319588487623,-0.1931406834353258,0.19341594123417594,0.9988864376888187,1848,0.9988864376888187
raw,200,outcome_ord,q03c_fair_rule,rule fairness,attitudes,medical-food,-0.021679650531740674,0.09608975570120667,-0.2100121109893581,0.16665280992587675,0.8214979567505808,1848,0.9983254248112513
raw,200,outcome_ord,q04_trust_gov,institutional trust,attitudes,food-cash,0.055904859787350145,0.10284424261973837,-0.14566615176463632,0.25747587133933664,0.5867252627295907,1848,0.8682743921588426
raw,200,outcome_ord,q04_trust_gov,institutional trust,attitudes,medical-cash,-0.016817129919355772,0.10287982374889103,-0.2184578792030107,0.18482361936429917,0.8701532503145114,1848,0.9988864376888187
raw,200,outcome_ord,q04_trust_gov,institutional trust,attitudes,medical-food,-0.07272198970670592,0.0970742327227391,-0.26298398967013414,0.11754001025672232,0.4537740759838864,1848,0.9854706576346661
raw,200,outcome_ord,q05_trust_soc,generalized trust,attitudes,food-cash,0.12966017716607786,0.10141782755642399,-0.06911511223480701,0.32843546656696276,0.2010819243944273,1848,0.8682743921588426
raw,200,outcome_ord,q05_trust_soc,generalized trust,attitudes,medical-cash,0.129466930656305,0.09809984358989693,-0.06280522966890548,0.32173909098151543,0.18691965074854378,1848,0.9988864376888187
raw,200,outcome_ord,q05_trust_soc,generalized trust,attitudes,medical-food,-0.00019324650977287083,0.09207606467423575,-0.18065901710945567,0.18027252408990993,0.9983254248112513,1848,0.9983254248112513
raw,200,outcome_ord,q08_support,social support,attitudes,food-cash,0.01722232802784393,0.1038423169504577,-0.18630487326624634,0.2207495293219342,0.8682743921588427,1848,0.8682743921588426
raw,200,outcome_ord,q08_support,social support,attitudes,medical-cash,-0.12869940748053918,0.1043216032814998,-0.3331659927217543,0.07576717776067593,0.21732241256886176,1848,0.9988864376888187
raw,200,outcome_ord,q08_support,social support,attitudes,medical-food,-0.1459217355083831,0.101513528114723,-0.3448845945568344,0.05304112354006818,0.15058705272657494,1848,0.9854706576346661
raw,200,outcome_ord,q12_voice,voice/response,attitudes,food-cash,0.04350977025131378,0.1000825086699391,-0.15264834222418458,0.23966788272681214,0.663751882831819,1848,0.8682743921588426
raw,200,outcome_ord,q12_voice,voice/response,attitudes,medical-cash,-0.00848907196581266,0.10248911857928543,-0.20936405318846701,0.19238590925684168,0.933987503766446,1848,0.9988864376888187
raw,200,outcome_ord,q12_voice,voice/response,attitudes,medical-food,-0.05199884221712644,0.09744054787093918,-0.2429788066780183,0.1389811222437654,0.5935858824608475,1848,0.9854706576346661
raw,200,outcome_ord,q16_fut_society,national outlook,attitudes,food-cash,-0.08187292230511342,0.09743032128664678,-0.27283284302910726,0.10908699841888045,0.400727410068761,1848,0.8682743921588426
raw,200,outcome_ord,q16_fut_society,national outlook,attitudes,medical-cash,-0.1213140024928503,0.10151329478355393,-0.32027640422061376,0.07764839923491314,0.23206541894129773,1848,0.9988864376888187
raw,200,outcome_ord,q16_fut_society,national outlook,attitudes,medical-food,-0.039441080187736885,0.1000750032722794,-0.2355844823541326,0.1567023219786588,0.6934959874688146,1848,0.9983254248112513
raw,200,outcome_ord,q17d_fut_fair,fairness outlook,attitudes,food-cash,0.07868184625479818,0.09860342450894119,-0.11457731453504061,0.271941007044637,0.4248921865750407,1848,0.8682743921588426
raw,200,outcome_ord,q17d_fut_fair,fairness outlook,attitudes,medical-cash,0.07794303938526312,0.09739560780941335,-0.11294884417357509,0.26883492294410133,0.4235528561470352,1848,0.9988864376888187
raw,200,outcome_ord,q17d_fut_fair,fairness outlook,attitudes,medical-food,-0.0007388068695350636,0.09273228956380898,-0.1824907546185402,0.18101314087947007,0.9936432459367152,1848,0.9983254248112513
raw,200,outcome_ord,q21_order,social order,attitudes,food-cash,-0.060959956259779124,0.10016465322250913,-0.2572790690998409,0.13535915658028264,0.54279127043947,1848,0.8682743921588426
raw,200,outcome_ord,q21_order,social order,attitudes,medical-cash,0.03731167649524661,0.09705739448494018,-0.1529173211285326,0.22754067411902582,0.7006605145397157,1848,0.9988864376888187
raw,200,outcome_ord,q21_order,social order,attitudes,medical-food,0.09827163275502573,0.09857414204052442,-0.09493013545133777,0.29147340096138924,0.3187979305631079,1848,0.9854706576346661
raw,200,outcome_ord,q22_vitality,social vitality,attitudes,food-cash,-0.02572301195547249,0.10063008260430725,-0.2229543496212053,0.1715083257102603,0.7982446554547535,1848,0.8682743921588426
raw,200,outcome_ord,q22_vitality,social vitality,attitudes,medical-cash,-0.037049334763621204,0.09859120819967582,-0.23028455202727588,0.15618588250003346,0.707074948435338,1848,0.9988864376888187
raw,200,outcome_ord,q22_vitality,social vitality,attitudes,medical-food,-0.011326322808148714,0.0965050771055898,-0.20047279826036563,0.1778201526440682,0.9065707818976623,1848,0.9983254248112513
raw,200,mpc_midpoint,q42_age,age,objective,food-cash,0.01985199570606051,0.01745519160028572,-0.014359551173745568,0.054063542585866584,0.2554079557468131,1848,
raw,200,mpc_midpoint,q42_age,age,objective,medical-cash,0.029742170025959948,0.017117276812384633,-0.0038070760397165143,0.06329141609163641,0.08228966574378792,1848,
raw,200,mpc_midpoint,q42_age,age,objective,medical-food,0.009890174319899438,0.01742586180732952,-0.024263887222038472,0.04404423586183735,0.5703356378127832,1848,
raw,200,mpc_midpoint,q41_gender,gender,objective,food-cash,-0.03371287786520936,0.016367493710081688,-0.06579257605415534,-0.0016331796762633771,0.03942284007488316,1848,
raw,200,mpc_midpoint,q41_gender,gender,objective,medical-cash,-0.02365587145661633,0.015502802442808172,-0.05404080590395992,0.006729062990727258,0.12703243766823924,1848,
raw,200,mpc_midpoint,q41_gender,gender,objective,medical-food,0.010057006408593028,0.015046354338539052,-0.019433306193571503,0.03954731901075756,0.5038773128433076,1848,
raw,200,mpc_midpoint,q43_edu,education,objective,food-cash,-0.0003118973902968532,0.016688757155222285,-0.033021260361267665,0.032397465580673954,0.9850891457166256,1848,
raw,200,mpc_midpoint,q43_edu,education,objective,medical-cash,-0.018010847736309087,0.016385364966060172,-0.05012557294333139,0.01410387747071322,0.271679386519462,1848,
raw,200,mpc_midpoint,q43_edu,education,objective,medical-food,-0.017698950346012234,0.014912724139813392,-0.046927352571427536,0.01152945187940307,0.23529251474122537,1848,
raw,200,mpc_midpoint,income_h,monthly income harmonized 1-6,objective,food-cash,0.03208744765977512,0.016713571545713322,-0.000670550622856432,0.06484544594240668,0.05487762528023568,1848,
raw,200,mpc_midpoint,income_h,monthly income harmonized 1-6,objective,medical-cash,-0.014507176223533197,0.017187907340130242,-0.048194855579800105,0.019180503132733714,0.3986504703281284,1848,
raw,200,mpc_midpoint,income_h,monthly income harmonized 1-6,objective,medical-food,-0.04659462388330832,0.01597624155963701,-0.07790748194850888,-0.015281765818107758,0.0035398873379114916,1848,
raw,200,mpc_midpoint,q23_hukou,hukou,objective,food-cash,0.004146506697837145,0.015901384032236916,-0.027019633309687513,0.0353126467053618,0.7942745956783827,1848,
raw,200,mpc_midpoint,q23_hukou,hukou,objective,medical-cash,0.018493695987296187,0.01561307058053621,-0.012107360038636661,0.049094752013229034,0.23621484446729968,1848,
raw,200,mpc_midpoint,q23_hukou,hukou,objective,medical-food,0.014347189289459042,0.015147484164581662,-0.015341334129511804,0.04403571270842989,0.34355395197924576,1848,
raw,200,mpc_midpoint,q24_workstat,employment status,objective,food-cash,-0.009471532776636708,0.016539339090451268,-0.04188804172201664,0.02294497616874323,0.5668702231423219,1848,
raw,200,mpc_midpoint,q24_workstat,employment status,objective,medical-cash,0.015803619817239746,0.017327447513293206,-0.018157553252823054,0.049764792887302546,0.3617387119971025,1848,
raw,200,mpc_midpoint,q24_workstat,employment status,objective,medical-food,0.025275152593876454,0.015652675430326564,-0.005403527511258603,0.05595383269901151,0.10636491491978974,1848,
raw,200,mpc_midpoint,q25_unittype,work-unit type,objective,food-cash,-0.01289831422897746,0.016446201960469947,-0.04513227775397058,0.019335649296015663,0.43287986460557737,1848,
raw,200,mpc_midpoint,q25_unittype,work-unit type,objective,medical-cash,0.01375498442607715,0.01641522451393923,-0.018418264419382754,0.045928233271537056,0.4020640189926208,1848,
raw,200,mpc_midpoint,q25_unittype,work-unit type,objective,medical-food,0.02665329865505461,0.014701951616675483,-0.002161997016079758,0.055468594326188975,0.06984587623635674,1848,
raw,200,mpc_midpoint,q26_housing,housing tenure,objective,food-cash,-0.01468934595969014,0.016642469462507258,-0.04730798672001204,0.01792929480063176,0.377429617156983,1848,
raw,200,mpc_midpoint,q26_housing,housing tenure,objective,medical-cash,0.010560454463608128,0.01702634936855949,-0.022810577086964767,0.04393148601418102,0.5350985713380904,1848,
raw,200,mpc_midpoint,q26_housing,housing tenure,objective,medical-food,0.025249800423298267,0.01556223667701294,-0.005251622982535387,0.05575122382913192,0.10469535133217311,1848,
raw,200,mpc_midpoint,q27_minorchild,minor child,needs,food-cash,0.000712236108415054,0.016479567026319118,-0.03158712174398425,0.03301159396081436,0.9655266836586258,1848,
raw,200,mpc_midpoint,q27_minorchild,minor child,needs,medical-cash,0.006151690128255201,0.015656224853527054,-0.02453394671851871,0.03683732697502911,0.6943763869647133,1848,
raw,200,mpc_midpoint,q27_minorchild,minor child,needs,medical-food,0.005439454019840147,0.01518044763557938,-0.024313676615091658,0.03519258465477195,0.7201040486313601,1848,
raw,200,mpc_midpoint,q28_hhsize,household size,needs,food-cash,-0.02912615559369847,0.01672516209374391,-0.06190687093303106,0.003654559745634115,0.081603452072135,1848,
