sample,outcome,variable,concept,family,estimand,effect,se,lo,hi,p,N,q
raw,outcome_ord,income_h,monthly income harmonized 1-6,objective,restricted-cash,-0.04153086862167753,0.04699755990995956,-0.13364439340646178,0.05058265616310671,0.37686823426287175,5497,0.9317810361554472
raw,outcome_ord,income_h,monthly income harmonized 1-6,objective,medical-food,-0.15318979670674443,0.051670060146004886,-0.2544612536719324,-0.05191833974155645,0.0030291020848161416,5497,0.017740931629665488
raw,outcome_ord,q23_hukou,hukou,objective,level,0.10480636762268446,0.020908519077544,0.0638264232606296,0.14578631198473932,5.369511400429174e-07,5497,1.0739022800858347e-06
raw,outcome_ord,q23_hukou,hukou,objective,food-cash,-0.013590303285270004,0.05188330298868734,-0.11527970854207653,0.08809910197153653,0.7933678356221314,5497,0.8815198173579238
raw,outcome_ord,q23_hukou,hukou,objective,medical-cash,0.07671674584779961,0.05091905538401612,-0.023082768831672318,0.17651626052727154,0.13190265518472782,5497,0.32975663796181953
raw,outcome_ord,q23_hukou,hukou,objective,restricted-cash,0.031563221281264806,0.044777458898065996,-0.056198985478167124,0.11932542804069673,0.48087816177375664,5497,0.9317810361554472
raw,outcome_ord,q23_hukou,hukou,objective,medical-food,0.09030704913306961,0.050489319256263585,-0.008650198213151647,0.18926429647929088,0.0736733441540873,5497,0.16053938082520997
raw,outcome_ord,q24_workstat,employment status,objective,level,-0.13975248620959713,0.020979613175242134,-0.1808717724426537,-0.09863319997654055,2.7132891148100962e-11,5497,1.3566445574050482e-10
raw,outcome_ord,q24_workstat,employment status,objective,food-cash,-0.07010591234383812,0.05171488860882283,-0.17146523148163156,0.03125340679395533,0.17521902749816387,5497,0.8507990923855339
raw,outcome_ord,q24_workstat,employment status,objective,medical-cash,0.025192145668774577,0.05284746284893512,-0.07838697818945678,0.12877126952700593,0.6335789954597657,5497,0.7925983582428098
raw,outcome_ord,q24_workstat,employment status,objective,restricted-cash,-0.02245688333753177,0.04600126172848582,-0.11261769956876475,0.06770393289370119,0.62542254378338,5497,0.9317810361554472
raw,outcome_ord,q24_workstat,employment status,objective,medical-food,0.0952980580126127,0.049700138272790004,-0.002112423028716448,0.19270853905394184,0.05517943912648403,5497,0.16053938082520997
raw,outcome_ord,q25_unittype,work-unit type,objective,level,-0.09904862932746589,0.021662521591755662,-0.14150639146162827,-0.05659086719330351,4.822845974324518e-06,5497,8.038076623874195e-06
raw,outcome_ord,q25_unittype,work-unit type,objective,food-cash,-0.04742430077596162,0.053701380499790105,-0.15267707247563178,0.05782847092370856,0.3771760907836649,5497,0.8507990923855339
raw,outcome_ord,q25_unittype,work-unit type,objective,medical-cash,0.03494294445004931,0.05326781946364631,-0.06946006323367916,0.13934595213377776,0.5118331244987013,5497,0.7925983582428098
raw,outcome_ord,q25_unittype,work-unit type,objective,restricted-cash,-0.006240678162956155,0.04663180604573993,-0.09763733854666357,0.08515598222075127,0.8935379611107334,5497,0.9317810361554472
raw,outcome_ord,q25_unittype,work-unit type,objective,medical-food,0.08236724522601092,0.0523879411280848,-0.020311232609239935,0.18504572306126177,0.11589123507899006,5497,0.19315205846498343
raw,outcome_ord,q26_housing,housing tenure,objective,level,-0.08642014997384065,0.021684249797335853,-0.1289204986083889,-0.04391980133929241,6.736993550894119e-05,5497,9.624276501277313e-05
raw,outcome_ord,q26_housing,housing tenure,objective,food-cash,-0.035588526787358986,0.05407840204708274,-0.14158024714111828,0.07040319356640032,0.5104794554313203,5497,0.8507990923855339
raw,outcome_ord,q26_housing,housing tenure,objective,medical-cash,0.027288350958200584,0.05310438424445348,-0.07679432958210453,0.1313710314985057,0.6073481363407774,5497,0.7925983582428098
raw,outcome_ord,q26_housing,housing tenure,objective,restricted-cash,-0.004150087914579201,0.04678475772776389,-0.09584652808642839,0.08754635225726999,0.929315577691421,5497,0.9317810361554472
raw,outcome_ord,q26_housing,housing tenure,objective,medical-food,0.06287687774555957,0.052286175661590634,-0.0396021434404928,0.16535589893161196,0.22914949031793386,5497,0.3273564147399055
raw,outcome_ord,q27_minorchild,minor child,needs,level,-0.06394576963819906,0.0208315341459198,-0.10477482630691823,-0.023116712969479904,0.0021430111782522417,5497,0.0021430111782522417
raw,outcome_ord,q27_minorchild,minor child,needs,food-cash,0.07652610099221631,0.05228983261361483,-0.02596008768809667,0.1790122896725293,0.1433309746354476,5497,0.5015596920138352
raw,outcome_ord,q27_minorchild,minor child,needs,medical-cash,0.02896174609051042,0.05050171905841477,-0.07001980442134258,0.12794329660236342,0.566319465680704,5497,0.7550926209076053
raw,outcome_ord,q27_minorchild,minor child,needs,restricted-cash,0.05274392354136336,0.044802573106134023,-0.03506750616138215,0.14055535324410887,0.23909489689951768,5497,0.44644085500962855
raw,outcome_ord,q27_minorchild,minor child,needs,medical-food,-0.047564354901705894,0.05040057755133252,-0.1463476717023356,0.051218961898923804,0.3453094868011195,5497,0.3453094868011195
raw,outcome_ord,q28_hhsize,household size,needs,level,0.0886785134248405,0.021224290865340847,0.04707966773136998,0.130277359118311,2.938750534366642e-05,5497,3.918334045822189e-05
raw,outcome_ord,q28_hhsize,household size,needs,food-cash,-0.06170682726940378,0.053730190279095855,-0.16701606509891576,0.043602410560108204,0.2507798460069176,5497,0.5015596920138352
raw,outcome_ord,q28_hhsize,household size,needs,medical-cash,0.011486358484672452,0.05193772586805662,-0.09030971365563283,0.11328243062497774,0.8249706863125661,5497,0.8249706863125661
raw,outcome_ord,q28_hhsize,household size,needs,restricted-cash,-0.025110234392365666,0.04641476395823692,-0.11608150010143778,0.06586103131670645,0.5885098534264361,5497,0.5885098534264361
raw,outcome_ord,q28_hhsize,household size,needs,medical-food,0.07319318575407624,0.05051336633358632,-0.02581119299763103,0.1721975645057835,0.14734135343513752,5497,0.2676645672225284
raw,outcome_ord,q29_foodexp,monthly food spending,needs,level,0.2587258711631864,0.02152398376568281,0.2165396381786233,0.3009121041477495,2.7778403141922047e-33,5497,1.1111361256768819e-32
raw,outcome_ord,q29_foodexp,monthly food spending,needs,food-cash,-0.012420158782477814,0.05402605690059617,-0.11830928453435798,0.09346896696940234,0.8181756856044531,5497,0.8181756856044531
raw,outcome_ord,q29_foodexp,monthly food spending,needs,medical-cash,-0.07813983645374642,0.05300061126501955,-0.18201912569179263,0.025739452784299774,0.1403955783784252,5497,0.2807911567568504
raw,outcome_ord,q29_foodexp,monthly food spending,needs,restricted-cash,-0.04527999761811212,0.04695003409643714,-0.13730037352005645,0.04674037828383221,0.3348306412572214,5497,0.44644085500962855
raw,outcome_ord,q29_foodexp,monthly food spending,needs,medical-food,-0.0657196776712686,0.05136668600131711,-0.1663965322390279,0.034957176896490694,0.2007484254168963,5497,0.2676645672225284
raw,outcome_ord,q30_medexp,annual OOP medical spending,needs,level,0.17228325023119334,0.021887141556165546,0.12938524105657892,0.21518125940580776,3.5059140242881582e-15,5497,7.0118280485763164e-15
raw,outcome_ord,q30_medexp,annual OOP medical spending,needs,food-cash,-0.01904058153621023,0.05452399410742226,-0.12590564628003198,0.08782448320761152,0.7269281133006573,5497,0.8181756856044531
raw,outcome_ord,q30_medexp,annual OOP medical spending,needs,medical-cash,0.11691446349804474,0.05328670472966178,0.012474441373087494,0.22135448562300197,0.02823077788725116,5497,0.11292311154900464
raw,outcome_ord,q30_medexp,annual OOP medical spending,needs,restricted-cash,0.048936940980917255,0.0470718883430524,-0.04332226485575625,0.14119614681759077,0.29851584518577323,5497,0.44644085500962855
raw,outcome_ord,q30_medexp,annual OOP medical spending,needs,medical-food,0.13595504503425498,0.05255118438267192,0.032956616299294264,0.23895347376921572,0.009678816159738934,5497,0.038715264638955735
raw,outcome_ord,q31_gotsubsidy,prior subsidy,objective,level,-0.125807067802586,0.02050149040119379,-0.16598925061831943,-0.08562488498685254,8.436785745131146e-10,5497,2.812261915043715e-09
raw,outcome_ord,q31_gotsubsidy,prior subsidy,objective,food-cash,0.03738470631415137,0.05176756520707734,-0.064077857059049,0.13884726968735175,0.47019324582570676,5497,0.8507990923855339
raw,outcome_ord,q31_gotsubsidy,prior subsidy,objective,medical-cash,0.023653201927683377,0.04969223206225576,-0.07374178322574446,0.1210481870811112,0.6340786865942478,5497,0.7925983582428098
raw,outcome_ord,q31_gotsubsidy,prior subsidy,objective,restricted-cash,0.030518954120917374,0.0443251554388214,-0.05635675414831226,0.11739466239014701,0.4911225667168012,5497,0.9317810361554472
raw,outcome_ord,q31_gotsubsidy,prior subsidy,objective,medical-food,-0.013731504386467992,0.04939149573452349,-0.11053705716869773,0.08307404839576175,0.7810019678468346,5497,0.8761492183304114
raw,outcome_ord,q49_citytier,city tier,objective,level,-0.07105596191674553,0.0204806228669642,-0.11119724511694282,-0.03091467871654823,0.0005215758556010241,5497,0.0005795287284455822
raw,outcome_ord,q49_citytier,city tier,objective,food-cash,0.024215078681542865,0.051980581687859635,-0.07766498932210428,0.12609514668519,0.6413239096565102,5497,0.8729277778815523
raw,outcome_ord,q49_citytier,city tier,objective,medical-cash,0.10913714065668448,0.05053744052663901,0.010085577353637076,0.20818870395973188,0.030809039187455235,5497,0.15404519593727617
raw,outcome_ord,q49_citytier,city tier,objective,restricted-cash,0.06667610966911366,0.04515198585564617,-0.02182015643841477,0.1551723757766421,0.1397550496763453,5497,0.9317810361554472
raw,outcome_ord,q49_citytier,city tier,objective,medical-food,0.08492206197514161,0.048551212429245906,-0.010236565791933785,0.18008068974221703,0.08026969041260498,5497,0.16053938082520997
raw,outcome_ord,q06_socsec,perceived social protection,subjective_economic,level,0.03658850911703215,0.02249269760370106,-0.007496368101372303,0.08067338633543661,0.10380424932773445,5497,0.1872113062961265
raw,outcome_ord,q06_socsec,perceived social protection,subjective_economic,food-cash,0.05288167563964022,0.05656545179334648,-0.05798457264455549,0.16374792392383591,0.34985227675728703,5497,0.6618890817969858
raw,outcome_ord,q06_socsec,perceived social protection,subjective_economic,medical-cash,0.07149960217258461,0.05563935101974523,-0.03755152194929798,0.1805507262944672,0.19877321618379962,5497,0.3570409385978949
raw,outcome_ord,q06_socsec,perceived social protection,subjective_economic,restricted-cash,0.062190638906112414,0.04931574479338277,-0.03446644475968651,0.15884772257191132,0.207283389820199,5497,0.3481246862209062
raw,outcome_ord,q06_socsec,perceived social protection,subjective_economic,medical-food,0.01861792653294439,0.05350331483995566,-0.0862466436068761,0.12348249667276488,0.7278574069133743,5497,0.8166465767948325
raw,outcome_ord,q07_emergfund,emergency liquidity,subjective_economic,level,0.06859596563790914,0.022661520139801154,0.024180202328969787,0.1130117289468485,0.002470103945786163,5497,0.019603829025054045
raw,outcome_ord,q07_emergfund,emergency liquidity,subjective_economic,food-cash,0.07891629353569936,0.057625837183998045,-0.03402827192390585,0.19186085899530458,0.1708554512225,5497,0.6618890817969858
raw,outcome_ord,q07_emergfund,emergency liquidity,subjective_economic,medical-cash,0.048884002996300704,0.055472962739973916,-0.05984100608978053,0.15760901208238193,0.3781975976526022,5497,0.47172861037943814
raw,outcome_ord,q07_emergfund,emergency liquidity,subjective_economic,restricted-cash,0.06390014826600003,0.04986933315469628,-0.033841948650233905,0.16164224518223397,0.20007020723428415,5497,0.3481246862209062
raw,outcome_ord,q07_emergfund,emergency liquidity,subjective_economic,medical-food,-0.030032290539398654,0.05336826637092509,-0.13463217054375196,0.07456758946495465,0.5736140819998652,5497,0.8166465767948325
raw,outcome_ord,q09_gain,sense of gain,subjective_economic,level,0.0675027925627263,0.022585078486320766,0.023236852141527202,0.1117687329839254,0.0028005470035791496,5497,0.019603829025054045
raw,outcome_ord,q09_gain,sense of gain,subjective_economic,food-cash,0.03653492925830522,0.05750436569653548,-0.07617155646072486,0.14924141497733528,0.5252054939642421,5497,0.6618890817969858
raw,outcome_ord,q09_gain,sense of gain,subjective_economic,medical-cash,0.05005723772634006,0.055185669339408154,-0.05810468664163623,0.15821916209431636,0.3643700434993895,5497,0.47172861037943814
raw,outcome_ord,q09_gain,sense of gain,subjective_economic,restricted-cash,0.04329608349232264,0.04948131135736694,-0.05368550467592931,0.1402776716605746,0.38157460886618766,5497,0.44517037701055223
raw,outcome_ord,q09_gain,sense of gain,subjective_economic,medical-food,0.013522308468034844,0.05395201251686535,-0.09222169295847543,0.11926630989454512,0.8020956625968484,5497,0.8166465767948325
raw,outcome_ord,q10_effort,returns to effort,subjective_economic,level,0.03657373493698557,0.022689452772077432,-0.007896775325208688,0.08104424519917983,0.10697788931207229,5497,0.1872113062961265
raw,outcome_ord,q10_effort,returns to effort,subjective_economic,food-cash,0.027822488576063484,0.05784824860937002,-0.08555799526702101,0.14120297241914798,0.6305474475374871,5497,0.6618890817969858
raw,outcome_ord,q10_effort,returns to effort,subjective_economic,medical-cash,0.042849535322168265,0.05525280193666115,-0.06544396651861253,0.15114303716294908,0.43803370963804966,5497,0.47172861037943814
raw,outcome_ord,q10_effort,returns to effort,subjective_economic,restricted-cash,0.03533601194911588,0.04965864325256933,-0.06199314034704297,0.13266516424527472,0.4767259609030321,5497,0.5133971886648039
raw,outcome_ord,q10_effort,returns to effort,subjective_economic,medical-food,0.015027046746104781,0.05417250759659343,-0.09114911709544082,0.12120321058765038,0.7814787479379408,5497,0.8166465767948325
raw,outcome_ord,q11_mobility,upward mobility,subjective_economic,level,0.032316402702971106,0.02208551702271803,-0.010970415241502517,0.07560322064744474,0.14340183336501733,5497,0.21272424118102595
raw,outcome_ord,q11_mobility,upward mobility,subjective_economic,food-cash,0.03630839526321991,0.05664688194222113,-0.07471745318002586,0.1473342437064657,0.5215485590661075,5497,0.6618890817969858
raw,outcome_ord,q11_mobility,upward mobility,subjective_economic,medical-cash,0.11308774590508988,0.05420810323861795,0.0068418158871696305,0.21933367592301012,0.036962513137264875,5497,0.2587375919608541
raw,outcome_ord,q11_mobility,upward mobility,subjective_economic,restricted-cash,0.0746980705841549,0.04895594025825015,-0.021253809151309908,0.17064995031961971,0.12705409888718147,5497,0.3481246862209062
raw,outcome_ord,q11_mobility,upward mobility,subjective_economic,medical-food,0.07677935064186997,0.052038822380332306,-0.02521486702145828,0.17877356830519822,0.14009846728210762,5497,0.8166465767948325
raw,outcome_ord,q13_pressure,pressure affordability,subjective_economic,level,0.052697811071222914,0.02247306622498913,0.008651410648060708,0.09674421149438511,0.019030552449320042,5497,0.06660693357262015
raw,outcome_ord,q13_pressure,pressure affordability,subjective_economic,food-cash,0.054962908875139556,0.056836242972656784,-0.056434080367835475,0.16635989811811458,0.3335241392243825,5497,0.6618890817969858
raw,outcome_ord,q13_pressure,pressure affordability,subjective_economic,medical-cash,0.10394501206940268,0.0546833792634279,-0.0032324418398604338,0.2111224659786658,0.05732139780035966,5497,0.2674998564016784
raw,outcome_ord,q13_pressure,pressure affordability,subjective_economic,restricted-cash,0.07945396047227112,0.04891417624904555,-0.016416063309302675,0.1753239842538449,0.10430017987349002,5497,0.3481246862209062
raw,outcome_ord,q13_pressure,pressure affordability,subjective_economic,medical-food,0.048982103194263125,0.05358054136847426,-0.05603382816010489,0.15399803454863115,0.360623802185708,5497,0.8166465767948325
raw,outcome_ord,q15_fut_self,future self,subjective_economic,level,0.031575602651491445,0.022047465809335583,-0.011636636285184535,0.07478784158816743,0.1520966864460884,5497,0.21272424118102595
raw,outcome_ord,q15_fut_self,future self,subjective_economic,food-cash,0.04956075718125906,0.05523609755993994,-0.058700004682763984,0.1578215190452821,0.3695839014288004,5497,0.6618890817969858
raw,outcome_ord,q15_fut_self,future self,subjective_economic,medical-cash,0.06874316421536414,0.05410926823925322,-0.03730905276338921,0.17479538119411747,0.20392409049805738,5497,0.3570409385978949
raw,outcome_ord,q15_fut_self,future self,subjective_economic,restricted-cash,0.0591519606983116,0.04789077960205892,-0.03471224251326934,0.15301616390989253,0.2167772923129787,5497,0.3481246862209062
raw,outcome_ord,q15_fut_self,future self,subjective_economic,medical-food,0.01918240703410508,0.05275956484378344,-0.08422443989971606,0.12258925396792622,0.7161704683588608,5497,0.8166465767948325
raw,outcome_ord,q17a_fut_econ,economic outlook,subjective_economic,level,0.038928510772814555,0.021946292206267926,-0.004085431545662661,0.08194245309129178,0.07609489866295384,5497,0.17755476354689229
raw,outcome_ord,q17a_fut_econ,economic outlook,subjective_economic,food-cash,0.0667186553380216,0.05479569663500843,-0.04067893657437756,0.17411624725042074,0.22338007265371473,5497,0.6618890817969858
raw,outcome_ord,q17a_fut_econ,economic outlook,subjective_economic,medical-cash,0.04342117615157519,0.05399640205176516,-0.0624098271646292,0.14925217946777958,0.4213106779227449,5497,0.47172861037943814
raw,outcome_ord,q17a_fut_econ,economic outlook,subjective_economic,restricted-cash,0.055069915744798394,0.04773707018458027,-0.038493022544439766,0.14863285403403656,0.24866049015779013,5497,0.3481246862209062
raw,outcome_ord,q17a_fut_econ,economic outlook,subjective_economic,medical-food,-0.02329747918644641,0.05216366675448837,-0.125536387326793,0.07894142895390018,0.6551474820543579,5497,0.8166465767948325
raw,outcome_ord,q17b_fut_job,employment/income outlook,subjective_economic,level,0.028245016569823315,0.021987920106912473,-0.01485051493466923,0.07134054807431586,0.19894268248809488,5497,0.23209979623611068
raw,outcome_ord,q17b_fut_job,employment/income outlook,subjective_economic,food-cash,0.030130658055871964,0.05569058675461274,-0.07902088626107238,0.1392822023728163,0.5884822031215142,5497,0.6618890817969858
raw,outcome_ord,q17b_fut_job,employment/income outlook,subjective_economic,medical-cash,0.08434442133295166,0.05347875369981107,-0.0204720098567662,0.1891608525226695,0.11475927281749325,5497,0.3213259638889811
raw,outcome_ord,q17b_fut_job,employment/income outlook,subjective_economic,restricted-cash,0.05723753969441181,0.04796183296830194,-0.03676592555598579,0.1512410049448094,0.23271366723100606,5497,0.3481246862209062
raw,outcome_ord,q17b_fut_job,employment/income outlook,subjective_economic,medical-food,0.05421376327707969,0.052167877223431525,-0.04803339723075349,0.1564609237849129,0.2987036617786091,5497,0.8166465767948325
raw,outcome_ord,q17c_fut_price,price/affordability outlook,subjective_economic,level,0.040216827799458475,0.022048420971285728,-0.0029972832202391914,0.08343093881915614,0.06814858943613214,5497,0.17755476354689229
raw,outcome_ord,q17c_fut_price,price/affordability outlook,subjective_economic,food-cash,0.10084285172396308,0.05526410599459086,-0.0074728056632391154,0.2091585091111653,0.06803965397636554,5497,0.6618890817969858
raw,outcome_ord,q17c_fut_price,price/affordability outlook,subjective_economic,medical-cash,0.13797176462026142,0.05363394264189884,0.032851168693252664,0.24309236054727018,0.010097540117371321,5497,0.1413655616431985
raw,outcome_ord,q17c_fut_price,price/affordability outlook,subjective_economic,restricted-cash,0.11940730817211226,0.04769847944327725,0.025920006345964725,0.2128946099982598,0.012301419893403132,5497,0.17221987850764384
raw,outcome_ord,q17c_fut_price,price/affordability outlook,subjective_economic,medical-food,0.03712891289629834,0.052543911774712466,-0.06585526178898816,0.14011308758158486,0.4797987059255079,5497,0.8166465767948325
raw,outcome_ord,q17e_fut_welfare,welfare outlook,subjective_economic,level,0.060525522161717416,0.02200586081359351,0.017394827518272843,0.10365621680516199,0.005951758173596473,5497,0.02777487147678354
raw,outcome_ord,q17e_fut_welfare,welfare outlook,subjective_economic,food-cash,0.08303262223577382,0.055757332142463284,-0.026249740637491747,0.19231498510903938,0.13644036138617743,5497,0.6618890817969858
raw,outcome_ord,q17e_fut_welfare,welfare outlook,subjective_economic,medical-cash,0.06410159897941906,0.05427155743935534,-0.042268698986614256,0.17047189694545237,0.23755229626481433,5497,0.36952579418971115
raw,outcome_ord,q17e_fut_welfare,welfare outlook,subjective_economic,restricted-cash,0.07356711060759644,0.048578370854409046,-0.021644746694675546,0.1687789679098684,0.1299242847347714,5497,0.3481246862209062
raw,outcome_ord,q17e_fut_welfare,welfare outlook,subjective_economic,medical-food,-0.018931023256354762,0.05166363914400957,-0.12018989528888727,0.08232784877617774,0.7140454508666139,5497,0.8166465767948325
raw,outcome_ord,q18_ses_now,subjective SES,subjective_economic,level,0.03049608356327336,0.022075407455406214,-0.012770919993369823,0.07376308711991654,0.16714047521366326,5497,0.21272424118102595
raw,outcome_ord,q18_ses_now,subjective SES,subjective_economic,food-cash,0.024220492329836793,0.05538562155448276,-0.08433333117831474,0.13277431583798832,0.6618890817969858,5497,0.6618890817969858
raw,outcome_ord,q18_ses_now,subjective SES,subjective_economic,medical-cash,0.03657708936635769,0.053665238579448445,-0.06860484547111072,0.14175902420382608,0.49550531863467684,5497,0.49550531863467684
raw,outcome_ord,q18_ses_now,subjective SES,subjective_economic,restricted-cash,0.03039879084809724,0.04757855034311819,-0.06285345426104025,0.12365103595723473,0.5228762964714166,5497,0.5228762964714166
raw,outcome_ord,q18_ses_now,subjective SES,subjective_economic,medical-food,0.012356597036520894,0.05329330166653673,-0.09209635484711953,0.11680954892016132,0.8166465767948325,5497,0.8166465767948325
raw,outcome_ord,q19_ses_past5,past mobility,subjective_economic,level,0.021434159183948795,0.021809308784742656,-0.021311300561859828,0.06417961892975742,0.3257065474850571,5497,0.3507608972916
raw,outcome_ord,q19_ses_past5,past mobility,subjective_economic,food-cash,0.03967918688735147,0.05487670606307252,-0.06787718058646147,0.14723555436116442,0.46964262192923834,5497,0.6618890817969858
raw,outcome_ord,q19_ses_past5,past mobility,subjective_economic,medical-cash,0.08442447724349106,0.053364325577678944,-0.02016767894802929,0.1890166334350114,0.11364052654732772,5497,0.3213259638889811
raw,outcome_ord,q19_ses_past5,past mobility,subjective_economic,restricted-cash,0.06205183206542127,0.04743479479529933,-0.03091865734741342,0.15502232147825595,0.19082239966569214,5497,0.3481246862209062
raw,outcome_ord,q19_ses_past5,past mobility,subjective_economic,medical-food,0.04474529035613959,0.05213606425784491,-0.05743951788490242,0.1469300985971816,0.39075958679588074,5497,0.8166465767948325
raw,outcome_ord,q20_ses_next1,expected mobility,subjective_economic,level,0.000823794868080403,0.021825769173910468,-0.04195392664766864,0.04360151638382945,0.9698916831243762,5497,0.9698916831243762
raw,outcome_ord,q20_ses_next1,expected mobility,subjective_economic,food-cash,0.02627557005888408,0.05432341603201645,-0.08019636888105394,0.1327475089988221,0.6286074989016481,5497,0.6618890817969858
raw,outcome_ord,q20_ses_next1,expected mobility,subjective_economic,medical-cash,0.06814550305288407,0.05365061324238156,-0.037007766650671486,0.17329877275643962,0.20402339348451137,5497,0.3570409385978949
raw,outcome_ord,q20_ses_next1,expected mobility,subjective_economic,restricted-cash,0.04721053655588407,0.04712352738214381,-0.045149879937604845,0.139570953049373,0.3164177802946204,5497,0.40271353855678965
raw,outcome_ord,q20_ses_next1,expected mobility,subjective_economic,medical-food,0.04186993299399999,0.05269095111686322,-0.06140243350621245,0.14514229949421242,0.4268274092059432,5497,0.8166465767948325
raw,outcome_ord,q01_lifesat,life satisfaction,attitudes,level,0.027468285908761395,0.022409101962773643,-0.016452746864160782,0.07138931868168358,0.22028723862971256,5497,0.22028723862971253
raw,outcome_ord,q01_lifesat,life satisfaction,attitudes,food-cash,0.05066288167275429,0.05658097355033904,-0.060233788696123614,0.1615595520416322,0.37057067554406586,5497,0.8343873281313628
raw,outcome_ord,q01_lifesat,life satisfaction,attitudes,medical-cash,0.04332820167991869,0.05547992875008335,-0.06541046053509297,0.15206686389493035,0.43481969710765533,5497,0.70658200779994
raw,outcome_ord,q01_lifesat,life satisfaction,attitudes,restricted-cash,0.04699554167633649,0.04926231882105586,-0.04955682900786265,0.14354791236053563,0.3400909428406895,5497,0.6315974652755662
raw,outcome_ord,q01_lifesat,life satisfaction,attitudes,medical-food,-0.007334679992835602,0.053401815526511465,-0.11200031513384993,0.09733095514817873,0.8907550293308542,5497,0.9047896944724323
raw,outcome_ord,q02_safety,safety,attitudes,level,0.03790380225598205,0.022003562992150404,-0.005222388740191132,0.08102999325215524,0.08495706372839551,5497,0.11044418284691418
raw,outcome_ord,q02_safety,safety,attitudes,food-cash,0.06501536453674638,0.05518988596384809,-0.04315482426326854,0.17318555333676128,0.23878447908795897,5497,0.8343873281313628
raw,outcome_ord,q02_safety,safety,attitudes,medical-cash,-0.0004847260080597109,0.05448209961335374,-0.10726767905235665,0.10629822703623723,0.992901332758698,5497,0.992901332758698
raw,outcome_ord,q02_safety,safety,attitudes,restricted-cash,0.03226531926434333,0.04833727767353758,-0.06247400408650237,0.12700464261518904,0.5044503470880803,5497,0.7386441629421776
raw,outcome_ord,q02_safety,safety,attitudes,medical-food,-0.06550009054480609,0.051792622355015173,-0.1670117650255199,0.036011583935907726,0.20599300784673924,5497,0.8948552852635475
raw,outcome_ord,q03a_fair_dist,distribution fairness,attitudes,level,0.035763940675390876,0.021670663542739638,-0.006709779389463988,0.07823766074024574,0.09887362479048911,5497,0.11685064747966895
